window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals,regime,media_arg,seed,run_dir
4,1776.0,2736.4,960.3999999999996,4999840.68676391,4.982071048924673e-09,1.3597574854464111e-08,4999939.018433344,2.840744447068924e-09,7.744923133477203e-09,0.06,0.26,0.15,1.6285641018769187e-08,3.4689180475924025e-10,6.892055965764148e-09,9.0466932482458e-09,9.852764119258256e-11,0.0,0.0001554924104918,4.711417420240171e-10,2.115867910862325e-10,51.65636811100012,687,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
5,2736.4,4080.959999999999,1344.5599999999995,4999939.018433344,2.840744447068924e-09,7.744923133477203e-09,4999984.104704686,2.089424994727966e-09,5.701144731934801e-09,0.06,0.26,0.15,4.570992219808992e-08,4.349684863047208e-10,1.4990120655492053e-08,3.028483305629314e-08,3.8813314362939236e-10,0.0,6.44936148027804e-05,4.0359544368923787e-10,1.8510540933641363e-10,55.78947538899956,700,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
6,4080.959999999999,5963.343999999998,1882.383999999999,4999984.104704686,2.089424994727966e-09,5.701144731934801e-09,4999997.580076802,1.5269380757324071e-09,4.1704029989108725e-09,0.06,0.26,0.15,2.12766959127538e-08,8.394490100874624e-10,1.2526572203792631e-08,7.910674698873709e-09,1.9741534402539566e-10,0.0,1.3940452718999806e-05,3.458066214113209e-10,1.6092390330769424e-10,56.43771843600007,712,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
7,5963.343999999998,8598.681599999996,2635.337599999998,4999997.580076802,1.5269380757324071e-09,4.1704029989108725e-09,4999999.826362507,1.1167627665749215e-09,3.032038768345534e-09,0.06,0.26,0.15,4.862000841900513e-08,6.61241880431198e-10,1.5738170014674392e-08,3.2220596523899544e-08,8.69399520252327e-10,0.0,1.502068176883648e-06,2.973762235360735e-10,1.3945145268599182e-10,56.71363738200034,750,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
8,8598.681599999996,11598.681599999996,3000.0,4999999.826362507,1.1167627665749215e-09,3.032038768345534e-09,4999999.991350027,9.79939921373793e-10,2.684726484235209e-09,0.06,0.26,0.15,1.1659802154145898e-07,1.2063908759383755e-09,7.741795626722498e-08,3.797367439829561e-08,2.4790727634398083e-09,0.0,2.651422319361049e-07,2.8031249480145575e-10,1.3188477914829054e-10,57.756757741,706,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
9,11598.681599999996,14598.681599999996,3000.0,4999999.991350027,9.79939921373793e-10,2.684726484235209e-09,4999999.999568319,9.78501067782444e-10,2.66590024364257e-09,0.06,0.26,0.15,4.797506432567783e-08,1.3460210110057344e-09,1.5753056679450212e-08,3.0875986635221884e-08,1.082932285924913e-09,0.0,1.589108642719718e-08,2.8056303178190556e-10,1.3180412700047264e-10,56.40115836700079,750,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
10,14598.681599999996,17598.681599999996,3000.0,4999999.999568319,9.78501067782444e-10,2.66590024364257e-09,4999999.99997821,9.786714695885395e-10,2.6715257402129893e-09,0.06,0.26,0.15,2.4440557241317322e-08,1.3982565839290886e-09,1.0810350117627326e-08,1.2231950539760904e-08,2.640242061197694e-10,0.0,6.577716666736609e-10,2.8061133291770245e-10,1.317666965216551e-10,51.35831816399968,620,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
11,17598.681599999996,20000.0,2401.318400000004,4999999.99997821,9.786714695885395e-10,2.6715257402129893e-09,4999999.999997682,1.2110048878026463e-09,3.3125012477893105e-09,0.06,0.26,0.15,5.273645020321989e-08,2.22236372577937e-09,2.449003246321125e-08,2.602405401422928e-08,8.568428879143085e-10,0.0,2.993699086284111e-11,3.099992130673153e-10,1.4496222244183758e-10,53.67114247899917,733,DFE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/DFE_m6e-6_seed2
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993757.607129998,474.5465736659041,848.7004559083404,0.06,0.161,0.15,1.7777369209430826e-05,5.443266473889975e-06,4.513211001367969e-06,7.820891734172883e-06,1.451559089169321e-06,0.0,0.3382870706271265,0.087170477532623,0.1644934524643658,54.11778241100001,615,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
1,250.0,600.0,350.0,4993757.607129998,474.5465736659041,848.7004559083404,4942659.891122811,3697.7493369910712,6645.631822153487,0.06,0.161,0.15,1.2320471109713592e-07,3.5138338059642834e-08,2.2467147482409595e-08,6.55992255550835e-08,6.880163089147861e-08,0.0,0.2098680377234208,0.0318361134613378,0.0699000748155384,58.323212860999774,750,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
2,600.0,1090.0,490.0,4942659.891122811,3697.7493369910712,6645.631822153487,4367037.520959999,25562.82624436536,49778.75923338292,0.06,0.161,0.15,6.816505729913548e-08,3.481962086618586e-09,3.524681552938558e-08,2.9436279683131307e-08,8.059186769673925e-10,0.0,1.2780361132666898,0.3460587626159143,0.4594508398255556,52.57105080200017,750,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
3,1090.0,1776.0,686.0,4367037.520959999,25562.82624436536,49778.75923338292,3833090.852924729,5195.355397710768,11069.443333082325,0.06,0.161,0.15,1.4491179029594765e-07,3.63047327690826e-08,5.811039974484822e-08,5.0496657782016834e-08,1.4209756623658113e-08,0.0,8.845420575841109,0.9216522783231093,1.3212998950243868,51.33657130500069,750,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
4,1776.0,2736.4,960.3999999999996,3833090.852924729,5195.355397710768,11069.443333082325,4313860.441142903,2014.475333348599,3964.463795676512,0.06,0.161,0.15,4.843405264110813e-08,4.4213275869657575e-09,1.6415852516408296e-08,2.759687253773408e-08,1.1015112936325231e-09,0.0,3.0788564001261216,0.0624043118246068,0.1572290480842392,58.804319791000125,750,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
5,2736.4,4080.959999999999,1344.5599999999995,4313860.441142903,2014.475333348599,3964.463795676512,4198738.466917522,11091.299335416405,22205.55071653109,0.06,0.161,0.15,1.195803433741524e-07,1.8396128132883233e-08,2.5503661584074066e-08,7.56805536571951e-08,5.455066561240628e-09,0.0,4.633129795745451,0.1499585841619992,0.6042807905442146,57.29701634899993,729,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
6,4080.959999999999,5963.343999999998,1882.383999999999,4198738.466917522,11091.299335416405,22205.55071653109,4255717.986566938,5947.118403783375,11805.63673618032,0.06,0.161,0.15,6.458728022673997e-07,4.22558631044353e-07,7.700084121570143e-08,1.4631333000734518e-07,1.8234474242648207e-07,0.0,28.161870421086405,0.359546461868197,0.8857350118209726,55.03262167399953,751,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
7,5963.343999999998,8598.681599999996,2635.337599999998,4255717.986566938,5947.118403783375,11805.63673618032,4215180.102172146,6331.6807291821215,12649.969762621304,0.06,0.161,0.15,2.573499457821699e-07,8.021641636169062e-08,6.50411392221024e-08,1.1209239019837684e-07,5.556312889708907e-07,0.0,11.27044700483111,0.2524694302166984,0.6195135801428833,55.86176560700005,751,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
8,8598.681599999996,11598.681599999996,3000.0,4215180.102172146,6331.6807291821215,12649.969762621304,4210523.752964062,6599.853359195882,13195.426736393214,0.06,0.161,0.15,1.059482104736245e-07,6.405447482845525e-08,1.1590477933826444e-08,3.0303257711342825e-08,2.986072298854119e-08,0.0,10.049068580213982,0.1113635781154989,0.3348388627792447,56.61913826299951,751,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
9,11598.681599999996,14598.681599999996,3000.0,4210523.752964062,6599.853359195882,13195.426736393214,4207795.625103494,6602.688021480557,13206.66325167228,0.06,0.161,0.15,3.7837049701389424e-09,5.106842868898076e-10,1.583443004555557e-09,1.6895776786935775e-09,4.233140478153882e-09,0.0,0.902882012586693,0.0423292832156554,0.081411015686834,52.9547593920006,751,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
10,14598.681599999996,17598.681599999996,3000.0,4207795.625103494,6602.688021480557,13206.66325167228,4208104.203372927,6596.516532024472,13193.439442460449,0.06,0.161,0.15,1.4143495052214912e-09,1.5901011697717758e-10,8.5851270991078e-10,3.9682667833353367e-10,2.7816474028726005e-10,0.0,0.504254631041615,0.0311428390190484,0.0394583313823014,54.12160660300015,750,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
11,17598.681599999996,20000.0,2401.318400000004,4208104.203372927,6596.516532024472,13193.439442460449,4208427.607591613,6596.344464172495,13192.553970196508,0.06,0.161,0.15,7.013342098196243e-10,5.873647122897725e-11,5.128875025957463e-10,1.297102359949007e-10,1.1371552735646559e-10,0.0,0.3064093176256294,0.0240510738980707,0.0225375720013286,32.693553303000044,6,EE,0,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed0
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993730.048505862,478.9895713634874,857.1491390770194,0.06,0.161,0.15,2.9109628438986297e-05,1.0336346434755016e-05,4.2296808742054565e-06,1.454360113002582e-05,1.210687290564415e-06,0.0,0.4742467741876053,0.1049685461974972,0.2130589427439776,49.684886449999794,628,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
1,250.0,600.0,350.0,4993730.048505862,478.9895713634874,857.1491390770194,4942211.52802489,3725.694627711175,6696.293072725292,0.06,0.161,0.15,1.9162058337766818e-07,2.7668947494702463e-08,3.975533274548907e-08,1.2419630313747665e-07,2.036850082521512e-07,0.0,0.2036456488104043,0.0476543228746144,0.0972552820430531,53.739336395000464,751,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
2,600.0,1090.0,490.0,4942211.52802489,3725.694627711175,6696.293072725292,4363944.668447312,25609.04923538671,49892.12904325171,0.06,0.161,0.15,8.7471961417311e-08,4.42116672658368e-09,4.130770569991122e-08,4.1743088990816095e-08,1.6546180952916543e-09,0.0,0.6708234590958888,0.3890260465791211,0.691577018397694,57.33933344100024,751,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
3,1090.0,1776.0,686.0,4363944.668447312,25609.04923538671,49892.12904325171,3830767.7150710975,5152.805362855842,10983.015913576672,0.06,0.161,0.15,3.70331642522541e-08,1.3592230670112996e-08,8.742095882630885e-09,1.4698837699510216e-08,6.725837441168804e-09,0.0,5.314627716070678,0.299535734286064,0.7444749583041922,56.90945546399962,750,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
4,1776.0,2736.4,960.3999999999996,3830767.7150710975,5152.805362855842,10983.015913576672,4313900.233818919,1980.4176940365105,3897.324721709565,0.06,0.161,0.15,4.33805059473826e-08,1.1355242570166586e-08,8.8695139152888e-09,2.3155749461927216e-08,1.5945243963852782e-09,0.0,4.646417169709267,0.040890325821901,0.1130284804904118,56.01005582500056,751,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
5,2736.4,4080.959999999999,1344.5599999999995,4313900.233818919,1980.4176940365105,3897.324721709565,4200973.280849621,11206.375837295667,22428.575817290763,0.06,0.161,0.15,1.1244742923175972e-07,3.177597734341231e-08,2.2230660589691725e-08,5.8440791298655694e-08,2.462393458815997e-09,0.0,5.596185699797633,0.1493597870413177,0.4288183442555414,52.01798080000026,723,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
6,4080.959999999999,5963.343999999998,1882.383999999999,4200973.280849621,11206.375837295667,22428.575817290763,4277503.543585932,5562.285624521997,11004.856976782568,0.06,0.161,0.15,2.1745204669073167e-07,1.065853519409161e-07,2.0430642171870904e-08,9.043605257794464e-08,8.902158278505106e-09,0.0,13.838641672798603,0.1450031870291458,0.6042867681601013,50.31302209500063,750,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
7,5963.343999999998,8598.681599999996,2635.337599999998,4277503.543585932,5562.285624521997,11004.856976782568,4226520.762765844,6138.471959622258,12242.093747143288,0.06,0.161,0.15,9.129332643510149e-08,2.7059439146575923e-08,1.5492746869820397e-08,4.8741140418705165e-08,1.45670117987839e-09,0.0,6.475211741382414,0.1449291435122774,0.4735162619068863,50.864846469999975,750,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
8,8598.681599999996,11598.681599999996,3000.0,4226520.762765844,6138.471959622258,12242.093747143288,4213752.991147432,6423.1813713024,12835.921457677872,0.06,0.161,0.15,5.7153901535831264e-08,2.5514541333572764e-08,9.561391705760325e-09,2.2077968496498176e-08,3.8691054477830254e-08,0.0,6.391069336596448,0.1012802442156577,0.2883593603880822,51.94040152900016,750,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
9,11598.681599999996,14598.681599999996,3000.0,4213752.991147432,6423.1813713024,12835.921457677872,4208972.214646007,6584.226442049684,13167.222610161154,0.06,0.161,0.15,4.688635984665856e-08,2.850388270799753e-08,5.340434668943074e-09,1.3042042469717956e-08,1.8946754576849477e-08,0.0,6.718247484313555,0.0762736476677201,0.221692863857259,50.872519001,751,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
10,14598.681599999996,17598.681599999996,3000.0,4208972.214646007,6584.226442049684,13167.222610161154,4208436.154142756,6596.762374909922,13193.34640615279,0.06,0.161,0.15,7.642871166658911e-10,2.27352768380315e-10,3.2092161298371404e-10,2.160127353018622e-10,3.6102896872401136e-10,0.0,0.6025487634595053,0.0190176599378982,0.0290547878392832,49.93555659199956,751,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
11,17598.681599999996,20000.0,2401.318400000004,4208436.154142756,6596.762374909922,13193.34640615279,4208303.234337716,6597.839002772106,13195.74356932692,0.06,0.161,0.15,1.8225065574234659e-10,1.1412315722894603e-11,1.3622578053864019e-10,3.4612559480811786e-11,1.917196573350646e-11,0.0,0.135053935931671,0.0123973867405816,0.0116444482767449,32.31028341000001,20,EE,0,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed1
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993782.852931649,478.6779787965324,856.2115878063547,0.06,0.161,0.15,3.5396403473699835e-05,1.511428495313883e-05,9.479827229887707e-06,1.0802291290673302e-05,4.020032143067745e-07,0.0,0.504474961861721,0.1178632267408667,0.176534106132197,48.66707861099985,618,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
1,250.0,600.0,350.0,4993782.852931649,478.6779787965324,856.2115878063547,4942276.552104878,3724.877350282617,6695.134868175978,0.06,0.161,0.15,2.549844974823893e-07,3.30489087570192e-08,7.731744947953046e-08,1.4461813924583965e-07,2.937611229495688e-07,0.0,0.3094250029170448,0.0497908278236639,0.0957580118648443,50.21993277399997,751,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
2,600.0,1090.0,490.0,4942276.552104878,3724.877350282617,6695.134868175978,4363915.579327708,25609.543461746205,49892.94056253697,0.06,0.161,0.15,3.2705439132312534e-08,2.9332518868260723e-09,1.890316293185958e-08,1.0869024313626877e-08,4.0389469668829136e-10,0.0,0.979334423193142,0.2622133397446317,0.3270943404474484,51.49665105500026,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
3,1090.0,1776.0,686.0,4363915.579327708,25609.543461746205,49892.94056253697,3830570.5451680818,5149.222512268044,10975.687891864163,0.06,0.161,0.15,7.942583958669087e-08,4.946479624538801e-08,1.1294090934748336e-08,1.8666952406554525e-08,9.780904544823464e-09,0.0,9.023813981162409,0.3307307641434306,0.9643238768569052,53.32803215199965,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
4,1776.0,2736.4,960.3999999999996,3830570.5451680818,5149.222512268044,10975.687891864163,4314485.980467435,1978.3655125866364,3892.990257333148,0.06,0.161,0.15,2.22361784102971e-08,3.770372841654165e-09,6.837921343663848e-09,1.1627884224979089e-08,1.021270048924903e-09,0.0,2.864068743527215,0.0392051621970991,0.098460187336401,51.497933417999775,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
5,2736.4,4080.959999999999,1344.5599999999995,4314485.980467435,1978.3655125866364,3892.990257333148,4196797.44856606,10989.582786931467,22010.123787076885,0.06,0.161,0.15,2.8162772845697965e-07,1.445843015870922e-07,4.296957942195301e-08,9.407384744793445e-08,1.2565350566317552e-08,0.0,12.335836913095225,0.1935463641049055,0.5991029760640849,52.94098639800086,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
6,4080.959999999999,5963.343999999998,1882.383999999999,4196797.44856606,10989.582786931467,22010.123787076885,4270662.714209819,5786.658650291515,11459.400765399232,0.06,0.161,0.15,2.1102552257591225e-07,6.519723489427863e-08,3.3516291683834346e-08,1.1231199599779926e-07,4.173567446178149e-08,0.0,11.089755553316571,0.2104855278032945,0.7048237847660191,54.319338412000434,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
7,5963.343999999998,8598.681599999996,2635.337599999998,4270662.714209819,5786.658650291515,11459.400765399232,4222129.175214816,6106.733740488404,12187.285132731182,0.06,0.161,0.15,3.4085178395671217e-07,8.845148741497263e-08,6.568224263790277e-08,1.8671805390383678e-07,4.52951117197336e-07,0.0,11.625900931270271,0.2601746849508187,0.8409373052692872,50.02150982400053,751,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
8,8598.681599999996,11598.681599999996,3000.0,4222129.175214816,6106.733740488404,12187.285132731182,4214432.580592375,6459.228915745358,12906.301417815224,0.06,0.161,0.15,2.0585313310488148e-08,6.873639418233867e-09,4.072925324515675e-09,9.638748567738608e-09,2.236392716989769e-09,0.0,3.3038355194487754,0.0676525439547416,0.1924795401206055,54.66849150500002,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
9,11598.681599999996,14598.681599999996,3000.0,4214432.580592375,6459.228915745358,12906.301417815224,4209197.839074834,6670.357216895725,13339.353183363846,0.06,0.161,0.15,3.4535389546506405e-08,1.6718057399807075e-08,4.779850738433421e-09,1.3037481408265907e-08,2.6201677512065184e-08,0.0,5.146798714214521,0.0723571781482918,0.2229243632986436,51.078203441999904,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
10,14598.681599999996,17598.681599999996,3000.0,4209197.839074834,6670.357216895725,13339.353183363846,4207479.242495396,6604.592600905515,13211.114662613896,0.06,0.161,0.15,7.141924541044015e-09,4.898323169269802e-09,7.88150203760918e-10,1.4554511680132952e-09,2.848623058259002e-09,0.0,2.8005029684764176,0.0299910367670786,0.0759782856290383,52.64791659999992,751,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
11,17598.681599999996,20000.0,2401.318400000004,4207479.242495396,6604.592600905515,13211.114662613896,4208304.768314063,6591.152640172765,13182.337252980931,0.06,0.161,0.15,1.3260486825473016e-09,2.476574039430012e-10,8.578514555419012e-10,2.205398230623992e-10,4.733019577543409e-10,0.0,0.6294451736695398,0.0311222314048203,0.0294033131526443,50.689407733000735,750,EE,0,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m0_seed2
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993813.970029857,472.68670040519726,844.2946451776146,0.06,0.161,0.15,2.237075966973516e-05,6.517943474923774e-06,6.94054238701943e-06,8.912273807791958e-06,7.29189317215878e-07,0.0,0.4600824162705551,0.0924321835595165,0.136644063331699,53.144055667999964,623,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
1,250.0,600.0,350.0,4993813.970029857,472.68670040519726,844.2946451776146,4944140.019896399,3538.8766284386243,6385.249277315603,0.06,0.161,0.15,1.0010000341208029e-07,3.329218230357502e-08,3.1197608974004304e-08,3.5610212134500945e-08,1.5455966560503193e-08,0.0,0.1788317549019389,0.0310681599277609,0.0461803701863629,51.87559457000043,750,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
2,600.0,1090.0,490.0,4944140.019896399,3538.8766284386243,6385.249277315603,4480087.013586942,19061.37927395037,37429.92828894621,0.06,0.161,0.15,7.026555826206282e-08,5.628352553452662e-09,3.5299112675610466e-08,2.9338093032999703e-08,2.2313819241584955e-09,0.0,1.2440513964683295,0.3044584398685278,0.4155649090488221,57.15070973999991,750,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
3,1090.0,1776.0,686.0,4480087.013586942,19061.37927395037,37429.92828894621,4019001.4972752654,6811.017169071305,14187.023882282208,0.06,0.161,0.15,5.775471341571948e-08,3.0657013808546234e-08,7.546962274607581e-09,1.9550737332565656e-08,2.0425851962188708e-09,0.0,6.997465594699675,0.2467767924199372,0.599948492070289,52.656274428999495,750,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
4,1776.0,2736.4,960.3999999999996,4019001.4972752654,6811.017169071305,14187.023882282208,4299589.461383091,3542.6679572443413,7018.9653965646485,0.06,0.161,0.15,3.1583945953044566e-08,5.850118382278588e-09,9.512014034667516e-09,1.6221813536098456e-08,2.2449569446178488e-10,0.0,3.333528856069795,0.0692053581802124,0.1756315491432358,52.36799204900035,750,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
5,2736.4,4080.959999999999,1344.5599999999995,4299589.461383091,3542.6679572443413,7018.9653965646485,4264045.885833911,7773.755921276636,15570.119364490503,0.06,0.161,0.15,1.514526594973044e-07,1.2033328985462417e-07,7.812464220262565e-09,2.33069054224177e-08,1.3609276066247454e-09,0.0,11.925236208755846,0.0956163492201716,0.3009338770073019,54.31071310699917,739,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
6,4080.959999999999,5963.343999999998,1882.383999999999,4264045.885833911,7773.755921276636,15570.119364490503,4269362.311618387,5946.454508754156,11873.059590320208,0.06,0.161,0.15,1.571048395351095e-07,9.030197455472587e-08,1.9734072784815263e-08,4.706879219556838e-08,1.0584412531153861e-07,0.0,11.688293626547742,0.1537629824844562,0.4302626967485999,50.14910435399906,751,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
7,5963.343999999998,8598.681599999996,2635.337599999998,4269362.311618387,5946.454508754156,11873.059590320208,4260328.484467171,6328.415038597739,12660.415092940248,0.06,0.161,0.15,9.461765799224758e-08,3.879486765044657e-08,1.4617846666928472e-08,4.1204943674872544e-08,5.0130247035410856e-08,0.0,7.379060912569636,0.1192481335812002,0.3702687733556094,52.90386962800039,750,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
8,8598.681599999996,11598.681599999996,3000.0,4260328.484467171,6328.415038597739,12660.415092940248,4260038.358364261,6246.443850542116,12494.990494964564,0.06,0.161,0.15,1.694853942169262e-08,1.073778768447602e-08,2.5176999154598e-09,3.693051821756802e-09,2.33718032211444e-09,0.0,3.92088785975646,0.0506843711274069,0.114769348985496,50.57283245299914,751,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
9,11598.681599999996,14598.681599999996,3000.0,4260038.358364261,6246.443850542116,12494.990494964564,4261691.507364326,6231.857905001502,12462.57429306104,0.06,0.161,0.15,1.3000242191991924e-09,2.397340073980962e-10,6.958040084715732e-10,3.644862033295233e-10,6.871940362018109e-10,0.0,0.585132921351294,0.0264547950083419,0.0356999973748876,51.083568101999845,751,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
10,14598.681599999996,17598.681599999996,3000.0,4261691.507364326,6231.857905001502,12462.57429306104,4261127.409089714,6236.711420956961,12473.52885328851,0.06,0.161,0.15,1.2200197091086031e-09,5.447224261165024e-11,7.945682409269154e-10,3.7097922557003726e-10,2.677001655623335e-10,0.0,0.2787778387112636,0.0282915780637675,0.0360134347660433,50.735058452000885,751,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
11,17598.681599999996,20000.0,2401.318400000004,4261127.409089714,6236.711420956961,12473.52885328851,4261087.533865512,6234.76803163461,12469.586901638668,0.06,0.161,0.15,3.8802396356246727e-10,3.705525093223112e-11,2.7437926356388327e-10,7.658944906635285e-11,3.914457871056467e-11,0.0,0.2299925579233983,0.0166300229810672,0.0163716386154533,36.423122352000064,151,EE,1e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed0
